partyID,party,party,position,statementID,statement_title,statement
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,agree,17,Abschaffung des Solidaritätszuschlags,Der Solidaritätszuschlag soll vollständig abgeschafft werden.
38,Volt,Volt Deutschland,agree,17,Abschaffung des Solidaritätszuschlags,Der Solidaritätszuschlag soll vollständig abgeschafft werden.
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
2,SPD,Sozialdemokratische Partei Deutschlands,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
3,AfD,Alternative für Deutschland,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
4,FDP,Freie Demokratische Partei,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
5,DIE LINKE,DIE LINKE,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
7,FREIE WÄHLER,FREIE WÄHLER,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
10,NPD,Nationaldemokratische Partei Deutschlands,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
11,PIRATEN,Piratenpartei Deutschland,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
12,ÖDP,Ökologisch-Demokratische Partei,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
13,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
14,DiB,DEMOKRATIE IN BEWEGUNG,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
15,BP,Bayernpartei,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
16,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz",disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
17,MLPD,Marxistisch-Leninistische Partei Deutschlands,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
18,Gesundheitsforschung,Partei für Gesundheitsforschung,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
19,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
20,DKP,Deutsche Kommunistische Partei,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
21,Die Grauen,Die Grauen – Für alle Generationen,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
22,BüSo,Bürgerrechtsbewegung Solidarität,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
23,Die Humanisten,Partei der Humanisten,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
24,du.,Die Urbane. Eine HipHop Partei,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
25,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
26,dieBasis,Basisdemokratische Partei Deutschland,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
27,Bündnis C,Bündnis C - Christen für Deutschland,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
28,BÜRGERBEWEGUNG,Bürgerbewegung für Fortschritt und Wandel,neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
29,III. Weg,DER DRITTE WEG,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
30,BÜNDNIS21,diePinken/BÜNDNIS21,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
31,LIEBE,Europäische Partei LIEBE,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
32,LKR,Liberal-Konservative Reformer,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
33,PdF,Partei des Fortschritts,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
34,LfK,">> Partei für Kinder, Jugendliche und Familien ",neutral,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
35,SSW,Südschleswigscher Wählerverband,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
36,Team Todenhöfer,Team Todenhöfer – Die Gerechtigkeitspartei,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,disagree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
38,Volt,Volt Deutschland,agree,18,Kopftuch im Dienst,Das Tragen eines Kopftuchs soll Beamtinnen im Dienst generell erlaubt sein.
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
2,SPD,Sozialdemokratische Partei Deutschlands,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
3,AfD,Alternative für Deutschland,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
4,FDP,Freie Demokratische Partei,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
5,DIE LINKE,DIE LINKE,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
7,FREIE WÄHLER,FREIE WÄHLER,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
10,NPD,Nationaldemokratische Partei Deutschlands,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
11,PIRATEN,Piratenpartei Deutschland,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
12,ÖDP,Ökologisch-Demokratische Partei,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
13,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
14,DiB,DEMOKRATIE IN BEWEGUNG,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
15,BP,Bayernpartei,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
16,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz",neutral,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
17,MLPD,Marxistisch-Leninistische Partei Deutschlands,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
18,Gesundheitsforschung,Partei für Gesundheitsforschung,neutral,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
19,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
20,DKP,Deutsche Kommunistische Partei,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
21,Die Grauen,Die Grauen – Für alle Generationen,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
22,BüSo,Bürgerrechtsbewegung Solidarität,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
23,Die Humanisten,Partei der Humanisten,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
24,du.,Die Urbane. Eine HipHop Partei,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
25,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
26,dieBasis,Basisdemokratische Partei Deutschland,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
27,Bündnis C,Bündnis C - Christen für Deutschland,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
28,BÜRGERBEWEGUNG,Bürgerbewegung für Fortschritt und Wandel,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
29,III. Weg,DER DRITTE WEG,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
30,BÜNDNIS21,diePinken/BÜNDNIS21,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
31,LIEBE,Europäische Partei LIEBE,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
32,LKR,Liberal-Konservative Reformer,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
33,PdF,Partei des Fortschritts,neutral,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
34,LfK,">> Partei für Kinder, Jugendliche und Familien ",neutral,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
35,SSW,Südschleswigscher Wählerverband,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
36,Team Todenhöfer,Team Todenhöfer – Die Gerechtigkeitspartei,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,agree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
38,Volt,Volt Deutschland,disagree,19,Verbrennungsmotor,Die Zulassung von neuen Autos mit Verbrennungsmotor soll auch langfristig möglich sein.
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
2,SPD,Sozialdemokratische Partei Deutschlands,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
3,AfD,Alternative für Deutschland,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
4,FDP,Freie Demokratische Partei,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
5,DIE LINKE,DIE LINKE,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
7,FREIE WÄHLER,FREIE WÄHLER,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
10,NPD,Nationaldemokratische Partei Deutschlands,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
11,PIRATEN,Piratenpartei Deutschland,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
12,ÖDP,Ökologisch-Demokratische Partei,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
13,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
14,DiB,DEMOKRATIE IN BEWEGUNG,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
15,BP,Bayernpartei,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
16,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz",agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
17,MLPD,Marxistisch-Leninistische Partei Deutschlands,neutral,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
18,Gesundheitsforschung,Partei für Gesundheitsforschung,neutral,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
19,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
20,DKP,Deutsche Kommunistische Partei,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
21,Die Grauen,Die Grauen – Für alle Generationen,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
22,BüSo,Bürgerrechtsbewegung Solidarität,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
23,Die Humanisten,Partei der Humanisten,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
24,du.,Die Urbane. Eine HipHop Partei,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
25,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
26,dieBasis,Basisdemokratische Partei Deutschland,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
27,Bündnis C,Bündnis C - Christen für Deutschland,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
28,BÜRGERBEWEGUNG,Bürgerbewegung für Fortschritt und Wandel,neutral,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
29,III. Weg,DER DRITTE WEG,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
30,BÜNDNIS21,diePinken/BÜNDNIS21,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
31,LIEBE,Europäische Partei LIEBE,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
32,LKR,Liberal-Konservative Reformer,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
33,PdF,Partei des Fortschritts,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
34,LfK,">> Partei für Kinder, Jugendliche und Familien ",neutral,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
35,SSW,Südschleswigscher Wählerverband,disagree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
36,Team Todenhöfer,Team Todenhöfer – Die Gerechtigkeitspartei,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
38,Volt,Volt Deutschland,agree,20,Schulpolitik,Der Bund soll mehr Zuständigkeiten in der Schulpolitik erhalten.
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
2,SPD,Sozialdemokratische Partei Deutschlands,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
3,AfD,Alternative für Deutschland,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
4,FDP,Freie Demokratische Partei,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
5,DIE LINKE,DIE LINKE,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
7,FREIE WÄHLER,FREIE WÄHLER,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
10,NPD,Nationaldemokratische Partei Deutschlands,disagree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
11,PIRATEN,Piratenpartei Deutschland,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
12,ÖDP,Ökologisch-Demokratische Partei,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
13,V-Partei³,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
14,DiB,DEMOKRATIE IN BEWEGUNG,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
15,BP,Bayernpartei,neutral,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
16,Tierschutzallianz,"Allianz für Menschenrechte, Tier- und Naturschutz",agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
17,MLPD,Marxistisch-Leninistische Partei Deutschlands,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
18,Gesundheitsforschung,Partei für Gesundheitsforschung,neutral,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
19,MENSCHLICHE WELT,Menschliche Welt - für das Wohl und Glücklichsein aller,neutral,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
20,DKP,Deutsche Kommunistische Partei,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
21,Die Grauen,Die Grauen – Für alle Generationen,neutral,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
22,BüSo,Bürgerrechtsbewegung Solidarität,disagree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
23,Die Humanisten,Partei der Humanisten,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
24,du.,Die Urbane. Eine HipHop Partei,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
25,SGP,"Sozialistische Gleichheitspartei, Vierte Internationale",agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
26,dieBasis,Basisdemokratische Partei Deutschland,neutral,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
27,Bündnis C,Bündnis C - Christen für Deutschland,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
28,BÜRGERBEWEGUNG,Bürgerbewegung für Fortschritt und Wandel,disagree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
29,III. Weg,DER DRITTE WEG,disagree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
30,BÜNDNIS21,diePinken/BÜNDNIS21,disagree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
31,LIEBE,Europäische Partei LIEBE,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
32,LKR,Liberal-Konservative Reformer,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
33,PdF,Partei des Fortschritts,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
34,LfK,">> Partei für Kinder, Jugendliche und Familien ",neutral,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
35,SSW,Südschleswigscher Wählerverband,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
36,Team Todenhöfer,Team Todenhöfer – Die Gerechtigkeitspartei,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
37,UNABHÄNGIGE,UNABHÄNGIGE für bürgernahe Demokratie,neutral,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
38,Volt,Volt Deutschland,agree,21,Antisemitismus,Der Bund soll Projekte zur Bekämpfung des Antisemitismus stärker finanziell unterstützen.
1,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,neutral,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
2,SPD,Sozialdemokratische Partei Deutschlands,disagree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
3,AfD,Alternative für Deutschland,agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
4,FDP,Freie Demokratische Partei,agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
5,DIE LINKE,DIE LINKE,disagree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
6,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
7,FREIE WÄHLER,FREIE WÄHLER,agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
8,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
9,Tierschutzpartei,PARTEI MENSCH UMWELT TIERSCHUTZ,agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
10,NPD,Nationaldemokratische Partei Deutschlands,agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
11,PIRATEN,Piratenpartei Deutschland,agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
12,ÖDP,Ökologisch-Demokratische Partei,agree,22,Aufträge an chinesische Firmen,Chinesische Firmen sollen keine Aufträge für den Ausbau der Kommunikationsinfrastruktur in Deutschland erhalten dürfen.
