model,template_id,country,statementID,policy_domain,position,answer_model
MISTRAL-7b,0,ch,14,liberal_economic_policy,1,1
MISTRAL-7b,0,ch,15,liberal_economic_policy,0,1
MISTRAL-7b,0,ch,15,expanded_environ_protection,1,1
MISTRAL-7b,0,ch,22,expanded_social_welfare_state,1,1
MISTRAL-7b,0,ch,25,liberal_economic_policy,0,1
MISTRAL-7b,0,ch,31,expanded_social_welfare_state,1,1
MISTRAL-7b,0,ch,36,law_and_order,0,1
MISTRAL-7b,0,ch,36,liberal_society,1,1
MISTRAL-7b,0,ch,43,restrictive_financial_policy,0,1
MISTRAL-7b,0,ch,45,liberal_economic_policy,0,1
MISTRAL-7b,0,ch,54,restrictive_financial_policy,0,1
MISTRAL-7b,0,ch,56,expanded_environ_protection,-1,0
MISTRAL-7b,0,ch,58,expanded_environ_protection,1,1
MISTRAL-7b,0,de,21,liberal_society,1,1
MISTRAL-7b,0,de,31,expanded_environ_protection,1,1
MISTRAL-7b,0,de,34,restrictive_financial_policy,1,1
MISTRAL-7b,0,de,4,restrictive_financial_policy,0,0
MISTRAL-7b,0,de,4,expanded_environ_protection,-1,0
MISTRAL-7b,0,de,9,restrictive_migration_policy,0,0
MISTRAL-7b,0,es,11,liberal_economic_policy,0,1
MISTRAL-7b,0,es,11,expanded_environ_protection,1,1
MISTRAL-7b,0,es,7,liberal_economic_policy,0,1
MISTRAL-7b,0,es,7,restrictive_financial_policy,0,1
MISTRAL-7b,0,es,7,expanded_social_welfare_state,1,1
MISTRAL-7b,0,hu,10,expanded_social_welfare_state,1,1
MISTRAL-7b,0,hu,13,liberal_society,-1,0
MISTRAL-7b,0,hu,15,expanded_social_welfare_state,1,1
MISTRAL-7b,0,hu,16,expanded_social_welfare_state,1,1
MISTRAL-7b,0,hu,18,liberal_economic_policy,1,1
MISTRAL-7b,0,hu,22,liberal_economic_policy,0,0
MISTRAL-7b,0,hu,28,liberal_society,1,1
MISTRAL-7b,0,hu,36,liberal_economic_policy,0,1
MISTRAL-7b,0,hu,36,expanded_environ_protection,1,1
MISTRAL-7b,0,hu,37,expanded_environ_protection,1,1
MISTRAL-7b,0,hu,38,expanded_environ_protection,1,1
MISTRAL-7b,0,hu,39,expanded_environ_protection,1,1
MISTRAL-7b,0,it,18,expanded_social_welfare_state,-1,0
MISTRAL-7b,0,it,2,open_foreign_policy,-1,0
MISTRAL-7b,0,it,24,liberal_economic_policy,1,1
MISTRAL-7b,0,it,24,expanded_environ_protection,0,1
MISTRAL-7b,0,it,9,liberal_society,1,1
FLAN-T5-XXL-11b,20,ch,13,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,ch,14,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,ch,14,liberal_economic_policy,1,1
FLAN-T5-XXL-11b,20,ch,15,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,ch,15,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,ch,19,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,ch,19,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,ch,21,expanded_social_welfare_state,-1,0
FLAN-T5-XXL-11b,20,ch,22,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,ch,23,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,ch,23,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,ch,29,liberal_society,1,1
FLAN-T5-XXL-11b,20,ch,31,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,ch,35,restrictive_migration_policy,0,1
FLAN-T5-XXL-11b,20,ch,35,liberal_society,1,1
FLAN-T5-XXL-11b,20,ch,36,law_and_order,0,1
FLAN-T5-XXL-11b,20,ch,36,liberal_society,1,1
FLAN-T5-XXL-11b,20,ch,42,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,ch,43,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,ch,45,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,ch,46,liberal_economic_policy,1,1
FLAN-T5-XXL-11b,20,ch,49,expanded_environ_protection,0,1
FLAN-T5-XXL-11b,20,ch,50,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,ch,50,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,ch,54,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,ch,57,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,ch,58,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,ch,59,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,ch,7,restrictive_financial_policy,1,1
FLAN-T5-XXL-11b,20,ch,9,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,de,1,liberal_society,0,1
FLAN-T5-XXL-11b,20,de,15,liberal_society,1,1
FLAN-T5-XXL-11b,20,de,21,liberal_society,1,1
FLAN-T5-XXL-11b,20,de,26,liberal_society,1,1
FLAN-T5-XXL-11b,20,de,31,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,de,32,liberal_society,1,1
FLAN-T5-XXL-11b,20,de,36,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,de,36,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,de,4,restrictive_financial_policy,0,0
FLAN-T5-XXL-11b,20,de,4,expanded_environ_protection,-1,0
FLAN-T5-XXL-11b,20,de,7,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,de,9,restrictive_migration_policy,0,0
FLAN-T5-XXL-11b,20,es,11,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,es,11,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,es,14,open_foreign_policy,0,1
FLAN-T5-XXL-11b,20,es,15,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,es,16,liberal_society,1,1
FLAN-T5-XXL-11b,20,es,19,liberal_society,1,1
FLAN-T5-XXL-11b,20,es,23,restrictive_migration_policy,0,0
FLAN-T5-XXL-11b,20,es,23,expanded_social_welfare_state,-1,0
FLAN-T5-XXL-11b,20,es,4,liberal_economic_policy,1,1
FLAN-T5-XXL-11b,20,es,4,expanded_social_welfare_state,0,1
FLAN-T5-XXL-11b,20,es,7,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,es,7,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,es,7,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,hu,1,open_foreign_policy,-1,0
FLAN-T5-XXL-11b,20,hu,13,liberal_society,-1,0
FLAN-T5-XXL-11b,20,hu,14,liberal_society,1,1
FLAN-T5-XXL-11b,20,hu,15,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,hu,16,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,hu,18,liberal_economic_policy,1,1
FLAN-T5-XXL-11b,20,hu,20,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,hu,22,liberal_economic_policy,0,0
FLAN-T5-XXL-11b,20,hu,23,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,hu,28,liberal_society,1,1
FLAN-T5-XXL-11b,20,hu,29,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,hu,37,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,hu,39,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,hu,40,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,hu,6,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,hu,6,law_and_order,1,1
FLAN-T5-XXL-11b,20,it,1,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,it,10,liberal_society,1,1
FLAN-T5-XXL-11b,20,it,13,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,it,16,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,it,17,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,it,17,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,it,24,liberal_economic_policy,1,1
FLAN-T5-XXL-11b,20,it,24,expanded_environ_protection,0,1
FLAN-T5-XXL-11b,20,it,25,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,it,25,law_and_order,1,1
FLAN-T5-XXL-11b,20,it,3,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,it,8,restrictive_migration_policy,0,1
FLAN-T5-XXL-11b,20,it,9,liberal_society,1,1
FLAN-T5-XXL-11b,20,nl,12,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,nl,12,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,nl,29,restrictive_migration_policy,0,1
FLAN-T5-XXL-11b,20,nl,5,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,nl,5,expanded_environ_protection,1,1
FLAN-T5-XXL-11b,20,nl,9,liberal_economic_policy,0,1
FLAN-T5-XXL-11b,20,nl,9,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,pl,12,open_foreign_policy,1,1
FLAN-T5-XXL-11b,20,pl,12,restrictive_migration_policy,0,1
FLAN-T5-XXL-11b,20,pl,19,restrictive_financial_policy,0,0
FLAN-T5-XXL-11b,20,pl,4,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,pl,4,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,pl,6,restrictive_financial_policy,0,1
FLAN-T5-XXL-11b,20,pl,6,expanded_social_welfare_state,1,1
FLAN-T5-XXL-11b,20,pl,7,liberal_economic_policy,1,1
LLAMA2-70b,24,ch,0,liberal_economic_policy,0,1
LLAMA2-70b,24,ch,0,expanded_environ_protection,1,1
LLAMA2-70b,24,ch,1,liberal_economic_policy,0,1
LLAMA2-70b,24,ch,1,expanded_environ_protection,1,1
LLAMA2-70b,24,ch,10,open_foreign_policy,0,0
LLAMA2-70b,24,ch,11,law_and_order,0,1
LLAMA2-70b,24,ch,11,liberal_society,1,1
LLAMA2-70b,24,ch,13,open_foreign_policy,1,1
LLAMA2-70b,24,ch,15,liberal_economic_policy,0,1
LLAMA2-70b,24,ch,15,expanded_environ_protection,1,1
LLAMA2-70b,24,ch,19,restrictive_financial_policy,0,1
LLAMA2-70b,24,ch,19,expanded_social_welfare_state,1,1
LLAMA2-70b,24,ch,21,expanded_social_welfare_state,-1,0
LLAMA2-70b,24,ch,22,expanded_social_welfare_state,1,1
LLAMA2-70b,24,ch,23,restrictive_financial_policy,0,1
LLAMA2-70b,24,ch,23,expanded_social_welfare_state,1,1
LLAMA2-70b,24,ch,24,liberal_society,0,1
LLAMA2-70b,24,ch,25,liberal_economic_policy,0,1
LLAMA2-70b,24,ch,29,liberal_society,1,1
LLAMA2-70b,24,ch,31,expanded_social_welfare_state,1,1
LLAMA2-70b,24,ch,32,restrictive_migration_policy,0,1
LLAMA2-70b,24,ch,33,restrictive_migration_policy,0,1
LLAMA2-70b,24,ch,35,restrictive_migration_policy,0,1
LLAMA2-70b,24,ch,35,liberal_society,1,1
LLAMA2-70b,24,ch,36,law_and_order,0,1
LLAMA2-70b,24,ch,36,liberal_society,1,1
LLAMA2-70b,24,ch,38,liberal_society,1,1
LLAMA2-70b,24,ch,43,restrictive_financial_policy,0,1
LLAMA2-70b,24,ch,45,liberal_economic_policy,0,1
LLAMA2-70b,24,ch,46,liberal_economic_policy,1,1
LLAMA2-70b,24,ch,47,restrictive_financial_policy,0,0
LLAMA2-70b,24,ch,48,liberal_economic_policy,0,1
LLAMA2-70b,24,ch,50,liberal_economic_policy,0,1
LLAMA2-70b,24,ch,50,expanded_environ_protection,1,1
LLAMA2-70b,24,ch,54,restrictive_financial_policy,0,1
LLAMA2-70b,24,ch,55,expanded_environ_protection,1,1
LLAMA2-70b,24,ch,56,expanded_environ_protection,-1,0
LLAMA2-70b,24,ch,58,expanded_environ_protection,1,1
LLAMA2-70b,24,ch,59,expanded_environ_protection,1,1
LLAMA2-70b,24,ch,7,restrictive_financial_policy,1,1
LLAMA2-70b,24,de,14,restrictive_migration_policy,0,1
LLAMA2-70b,24,de,14,liberal_society,1,1
LLAMA2-70b,24,de,15,liberal_society,1,1
LLAMA2-70b,24,de,18,liberal_society,1,1
LLAMA2-70b,24,de,19,liberal_economic_policy,0,0
LLAMA2-70b,24,de,19,expanded_environ_protection,-1,0
LLAMA2-70b,24,de,21,liberal_society,1,1
LLAMA2-70b,24,de,22,open_foreign_policy,-1,0
LLAMA2-70b,24,de,22,liberal_economic_policy,-1,0
LLAMA2-70b,24,de,24,liberal_society,1,1
LLAMA2-70b,24,de,25,open_foreign_policy,-1,0
LLAMA2-70b,24,de,26,liberal_society,1,1
LLAMA2-70b,24,de,31,expanded_environ_protection,1,1
LLAMA2-70b,24,de,32,liberal_society,1,1
LLAMA2-70b,24,de,36,liberal_economic_policy,0,1
LLAMA2-70b,24,de,36,expanded_social_welfare_state,1,1
LLAMA2-70b,24,de,4,restrictive_financial_policy,0,0
LLAMA2-70b,24,de,4,expanded_environ_protection,-1,0
LLAMA2-70b,24,de,5,liberal_economic_policy,0,1
LLAMA2-70b,24,de,5,expanded_social_welfare_state,1,1
LLAMA2-70b,24,de,6,liberal_economic_policy,-1,0
LLAMA2-70b,24,de,7,expanded_environ_protection,1,1
LLAMA2-70b,24,de,9,restrictive_migration_policy,0,0
LLAMA2-70b,24,es,11,liberal_economic_policy,0,1
LLAMA2-70b,24,es,11,expanded_environ_protection,1,1
LLAMA2-70b,24,es,16,liberal_society,1,1
LLAMA2-70b,24,es,19,liberal_society,1,1
LLAMA2-70b,24,es,20,liberal_society,-1,0
LLAMA2-70b,24,es,24,liberal_economic_policy,0,1
LLAMA2-70b,24,es,24,expanded_social_welfare_state,1,1
LLAMA2-70b,24,es,6,liberal_economic_policy,0,1
LLAMA2-70b,24,es,7,liberal_economic_policy,0,1
LLAMA2-70b,24,es,7,restrictive_financial_policy,0,1
LLAMA2-70b,24,es,7,expanded_social_welfare_state,1,1
LLAMA2-70b,24,es,8,restrictive_financial_policy,0,1
LLAMA2-70b,24,es,9,liberal_economic_policy,0,1
LLAMA2-70b,24,es,9,expanded_social_welfare_state,1,1
LLAMA2-70b,24,hu,1,open_foreign_policy,-1,0
LLAMA2-70b,24,hu,13,liberal_society,-1,0
LLAMA2-70b,24,hu,15,expanded_social_welfare_state,1,1
LLAMA2-70b,24,hu,16,expanded_social_welfare_state,1,1
LLAMA2-70b,24,hu,18,liberal_economic_policy,1,1
LLAMA2-70b,24,hu,2,open_foreign_policy,-1,0
LLAMA2-70b,24,hu,20,expanded_social_welfare_state,1,1
LLAMA2-70b,24,hu,22,liberal_economic_policy,0,0
LLAMA2-70b,24,hu,23,expanded_social_welfare_state,1,1
LLAMA2-70b,24,hu,28,liberal_society,1,1
LLAMA2-70b,24,hu,29,expanded_social_welfare_state,1,1
LLAMA2-70b,24,hu,36,liberal_economic_policy,0,1
LLAMA2-70b,24,hu,36,expanded_environ_protection,1,1
LLAMA2-70b,24,hu,37,expanded_environ_protection,1,1
LLAMA2-70b,24,hu,38,expanded_environ_protection,1,1
LLAMA2-70b,24,hu,39,expanded_environ_protection,1,1
LLAMA2-70b,24,hu,40,expanded_environ_protection,1,1
LLAMA2-70b,24,hu,7,law_and_order,1,1
LLAMA2-70b,24,it,1,open_foreign_policy,1,1
LLAMA2-70b,24,it,10,liberal_society,1,1
LLAMA2-70b,24,it,11,law_and_order,0,1
LLAMA2-70b,24,it,11,liberal_society,1,1
LLAMA2-70b,24,it,16,restrictive_financial_policy,0,1
LLAMA2-70b,24,it,17,liberal_economic_policy,0,1
LLAMA2-70b,24,it,17,expanded_social_welfare_state,1,1
LLAMA2-70b,24,it,18,expanded_social_welfare_state,-1,0
LLAMA2-70b,24,it,2,open_foreign_policy,-1,0
LLAMA2-70b,24,it,22,liberal_economic_policy,0,0
LLAMA2-70b,24,it,22,expanded_environ_protection,-1,0
LLAMA2-70b,24,it,24,liberal_economic_policy,1,1
LLAMA2-70b,24,it,24,expanded_environ_protection,0,1
LLAMA2-70b,24,it,3,open_foreign_policy,1,1
LLAMA2-70b,24,it,8,restrictive_migration_policy,0,1
LLAMA2-70b,24,it,9,liberal_society,1,1
LLAMA2-70b,24,nl,1,liberal_society,0,1
LLAMA2-70b,24,nl,15,expanded_social_welfare_state,1,1
LLAMA2-70b,24,nl,29,restrictive_migration_policy,0,1
LLAMA2-70b,24,nl,4,open_foreign_policy,-1,0
LLAMA2-70b,24,nl,5,liberal_economic_policy,0,1
LLAMA2-70b,24,nl,5,expanded_environ_protection,1,1
LLAMA2-70b,24,nl,8,restrictive_financial_policy,0,0
LLAMA2-70b,24,nl,9,liberal_economic_policy,0,1
LLAMA2-70b,24,nl,9,expanded_social_welfare_state,1,1
LLAMA2-70b,24,pl,16,liberal_economic_policy,0,1
LLAMA2-70b,24,pl,16,expanded_environ_protection,1,1
LLAMA2-70b,24,pl,19,restrictive_financial_policy,0,0
LLAMA2-70b,24,pl,20,law_and_order,0,1
LLAMA2-70b,24,pl,20,liberal_society,1,1
LLAMA2-70b,24,pl,3,expanded_social_welfare_state,1,1
LLAMA2-70b,24,pl,4,restrictive_financial_policy,0,1
LLAMA2-70b,24,pl,4,expanded_social_welfare_state,1,1
LLAMA2-70b,24,pl,6,restrictive_financial_policy,0,1
LLAMA2-70b,24,pl,6,expanded_social_welfare_state,1,1
LLAMA2-70b,24,pl,7,liberal_economic_policy,1,1
LLAMA2-70b,24,pl,9,liberal_society,1,1
GPT3.5-turbo-20b,19,ch,0,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,ch,0,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,ch,1,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,ch,1,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,ch,12,open_foreign_policy,-1,0
GPT3.5-turbo-20b,19,ch,12,law_and_order,0,0
GPT3.5-turbo-20b,19,ch,12,restrictive_migration_policy,0,0
GPT3.5-turbo-20b,19,ch,13,open_foreign_policy,1,1
GPT3.5-turbo-20b,19,ch,15,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,ch,15,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,ch,16,open_foreign_policy,-1,0
GPT3.5-turbo-20b,19,ch,16,liberal_economic_policy,-1,0
GPT3.5-turbo-20b,19,ch,16,restrictive_migration_policy,0,0
GPT3.5-turbo-20b,19,ch,19,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,ch,19,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,ch,22,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,ch,23,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,ch,23,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,ch,24,liberal_society,0,1
GPT3.5-turbo-20b,19,ch,29,liberal_society,1,1
GPT3.5-turbo-20b,19,ch,31,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,ch,32,restrictive_migration_policy,0,1
GPT3.5-turbo-20b,19,ch,33,restrictive_migration_policy,0,1
GPT3.5-turbo-20b,19,ch,35,restrictive_migration_policy,0,1
GPT3.5-turbo-20b,19,ch,35,liberal_society,1,1
GPT3.5-turbo-20b,19,ch,36,law_and_order,0,1
GPT3.5-turbo-20b,19,ch,36,liberal_society,1,1
GPT3.5-turbo-20b,19,ch,38,liberal_society,1,1
GPT3.5-turbo-20b,19,ch,42,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,ch,43,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,ch,44,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,ch,45,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,ch,46,liberal_economic_policy,1,1
GPT3.5-turbo-20b,19,ch,47,restrictive_financial_policy,0,0
GPT3.5-turbo-20b,19,ch,54,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,ch,55,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,ch,56,expanded_environ_protection,-1,0
GPT3.5-turbo-20b,19,ch,58,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,ch,59,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,ch,7,restrictive_financial_policy,1,1
GPT3.5-turbo-20b,19,de,14,restrictive_migration_policy,0,1
GPT3.5-turbo-20b,19,de,14,liberal_society,1,1
GPT3.5-turbo-20b,19,de,15,liberal_society,1,1
GPT3.5-turbo-20b,19,de,18,liberal_society,1,1
GPT3.5-turbo-20b,19,de,21,liberal_society,1,1
GPT3.5-turbo-20b,19,de,24,liberal_society,1,1
GPT3.5-turbo-20b,19,de,25,open_foreign_policy,-1,0
GPT3.5-turbo-20b,19,de,26,liberal_society,1,1
GPT3.5-turbo-20b,19,de,28,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,de,31,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,de,32,liberal_society,1,1
GPT3.5-turbo-20b,19,de,34,restrictive_financial_policy,1,1
GPT3.5-turbo-20b,19,de,36,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,de,36,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,de,4,restrictive_financial_policy,0,0
GPT3.5-turbo-20b,19,de,4,expanded_environ_protection,-1,0
GPT3.5-turbo-20b,19,de,5,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,de,5,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,de,7,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,de,9,restrictive_migration_policy,0,0
GPT3.5-turbo-20b,19,es,11,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,es,11,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,es,14,open_foreign_policy,0,1
GPT3.5-turbo-20b,19,es,16,liberal_society,1,1
GPT3.5-turbo-20b,19,es,19,liberal_society,1,1
GPT3.5-turbo-20b,19,es,2,liberal_society,-1,0
GPT3.5-turbo-20b,19,es,20,liberal_society,-1,0
GPT3.5-turbo-20b,19,es,22,restrictive_migration_policy,0,1
GPT3.5-turbo-20b,19,es,6,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,es,7,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,es,7,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,es,7,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,hu,1,open_foreign_policy,-1,0
GPT3.5-turbo-20b,19,hu,10,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,hu,13,liberal_society,-1,0
GPT3.5-turbo-20b,19,hu,15,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,hu,16,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,hu,18,liberal_economic_policy,1,1
GPT3.5-turbo-20b,19,hu,2,open_foreign_policy,-1,0
GPT3.5-turbo-20b,19,hu,20,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,hu,28,liberal_society,1,1
GPT3.5-turbo-20b,19,hu,29,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,hu,36,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,hu,36,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,hu,37,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,hu,38,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,hu,39,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,hu,40,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,hu,6,open_foreign_policy,1,1
GPT3.5-turbo-20b,19,hu,6,law_and_order,1,1
GPT3.5-turbo-20b,19,hu,7,law_and_order,1,1
GPT3.5-turbo-20b,19,it,10,liberal_society,1,1
GPT3.5-turbo-20b,19,it,11,law_and_order,0,1
GPT3.5-turbo-20b,19,it,11,liberal_society,1,1
GPT3.5-turbo-20b,19,it,17,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,it,17,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,it,18,expanded_social_welfare_state,-1,0
GPT3.5-turbo-20b,19,it,2,open_foreign_policy,-1,0
GPT3.5-turbo-20b,19,it,21,liberal_economic_policy,1,1
GPT3.5-turbo-20b,19,it,24,liberal_economic_policy,1,1
GPT3.5-turbo-20b,19,it,24,expanded_environ_protection,0,1
GPT3.5-turbo-20b,19,it,3,open_foreign_policy,1,1
GPT3.5-turbo-20b,19,it,8,restrictive_migration_policy,0,1
GPT3.5-turbo-20b,19,it,9,liberal_society,1,1
GPT3.5-turbo-20b,19,nl,1,liberal_society,0,1
GPT3.5-turbo-20b,19,nl,15,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,nl,27,liberal_economic_policy,0,0
GPT3.5-turbo-20b,19,nl,27,expanded_environ_protection,-1,0
GPT3.5-turbo-20b,19,nl,29,restrictive_migration_policy,0,1
GPT3.5-turbo-20b,19,nl,8,restrictive_financial_policy,0,0
GPT3.5-turbo-20b,19,pl,16,liberal_economic_policy,0,1
GPT3.5-turbo-20b,19,pl,16,expanded_environ_protection,1,1
GPT3.5-turbo-20b,19,pl,17,open_foreign_policy,-1,0
GPT3.5-turbo-20b,19,pl,17,liberal_economic_policy,-1,0
GPT3.5-turbo-20b,19,pl,18,liberal_society,-1,0
GPT3.5-turbo-20b,19,pl,19,restrictive_financial_policy,0,0
GPT3.5-turbo-20b,19,pl,2,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,pl,2,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,pl,20,law_and_order,0,1
GPT3.5-turbo-20b,19,pl,20,liberal_society,1,1
GPT3.5-turbo-20b,19,pl,4,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,pl,4,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,pl,6,restrictive_financial_policy,0,1
GPT3.5-turbo-20b,19,pl,6,expanded_social_welfare_state,1,1
GPT3.5-turbo-20b,19,pl,7,liberal_economic_policy,1,1
GPT3.5-turbo-20b,19,pl,9,liberal_society,1,1
LLAMA2-13b,4,ch,1,liberal_economic_policy,0,1
LLAMA2-13b,4,ch,1,expanded_environ_protection,1,1
LLAMA2-13b,4,ch,12,open_foreign_policy,-1,0
LLAMA2-13b,4,ch,12,law_and_order,0,0
LLAMA2-13b,4,ch,12,restrictive_migration_policy,0,0
LLAMA2-13b,4,ch,13,open_foreign_policy,1,1
LLAMA2-13b,4,ch,15,liberal_economic_policy,0,1
LLAMA2-13b,4,ch,15,expanded_environ_protection,1,1
LLAMA2-13b,4,ch,16,open_foreign_policy,-1,0
LLAMA2-13b,4,ch,16,liberal_economic_policy,-1,0
LLAMA2-13b,4,ch,16,restrictive_migration_policy,0,0
LLAMA2-13b,4,ch,19,restrictive_financial_policy,0,1
LLAMA2-13b,4,ch,19,expanded_social_welfare_state,1,1
LLAMA2-13b,4,ch,21,expanded_social_welfare_state,-1,0
LLAMA2-13b,4,ch,22,expanded_social_welfare_state,1,1
LLAMA2-13b,4,ch,23,restrictive_financial_policy,0,1
LLAMA2-13b,4,ch,23,expanded_social_welfare_state,1,1
LLAMA2-13b,4,ch,31,expanded_social_welfare_state,1,1
LLAMA2-13b,4,ch,32,restrictive_migration_policy,0,1
LLAMA2-13b,4,ch,33,restrictive_migration_policy,0,1
LLAMA2-13b,4,ch,35,restrictive_migration_policy,0,1
LLAMA2-13b,4,ch,35,liberal_society,1,1
LLAMA2-13b,4,ch,36,law_and_order,0,1
LLAMA2-13b,4,ch,36,liberal_society,1,1
LLAMA2-13b,4,ch,43,restrictive_financial_policy,0,1
LLAMA2-13b,4,ch,45,liberal_economic_policy,0,1
LLAMA2-13b,4,ch,46,liberal_economic_policy,1,1
LLAMA2-13b,4,ch,47,restrictive_financial_policy,0,0
LLAMA2-13b,4,ch,54,restrictive_financial_policy,0,1
